"Division","Subject","Section","Type","Instructor","Capacity","Actual Registered","Registered","Seat Available","Room/Time","Final"
"SCI","EGCI213 Programming Paradigms 4(4-0-8)","01","master","Rangsipan MARUKATAT","20","9","9","11","1408 (Tue 14:00 - 15:50)                 1408 (Thu 14:00 - 15:50)","[Room-TBA]"
"SS","ICSO303 Modern Social Theory 4(4-0-8)","01","master","Hardina OHLENDORF","40","17","17","23","3304 (Tue 16:00 - 17:50)                 3304 (Thu 16:00 - 17:50)","[Room-TBA]"
"BBA","ICIS370 Web Programming 4(4-0-8)","01","master","Chaivatna SUMETPHONG","40","6","6","34","1514/1 (Fri 12:00 - 13:50)                 1514/1 (Fri 14:00 - 15:50)","[Room-TBA]"
"SCI","ICBI384 Field Study on Ecology and Biodiversity 2(0-4-2)","01","master","Wayne Nicholas PHILLIPS","25","26","26","-1","","[Room-TBA]"
"SS","ICSO260 Russia and the Soviet Union since 1825 4(4-0-8)","01","joint","Eugene JONES","10","9","9","1","1402 (Mon 12:00 - 13:50)                 1402 (Wed 12:00 - 13:50)","[Room-TBA]"
"SS","ICSS260 Russia and the Soviet Union Since 1825 4(4-0-8)","01","joint","Eugene JONES","10","6","6","4","1402 (Mon 12:00 - 13:50)                 1402 (Wed 12:00 - 13:50)","[Room-TBA]"
"SS","ICSO401 Independent Study in the Social Sciences 4(4-0-8)","01","master","Nigel Gould Davies","5","1","1","4","","[Room-TBA]"
"THM","ICHT214 Business Economics 4(4-0-8)","01","joint","Veerisa CHOTIYAPUTTA","35","26","26","9","1502 (Mon 08:00 - 09:50)                 1502 (Mon 10:00 - 11:50)","[Room-TBA]"
"BBA","ICMK325 Business Marketing 4(4-0-8)","01","joint","Chanchai Phonthanukitithaworn","40","6","6","3","1417 (Tue 10:00 - 11:50)                 1417 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1403 - 1403]"
"HLD","ICEG232 Advanced Oral Communication 4(4-0-8)","01","master","Nicholas John Richard FERRIMAN","18","14","14","4","5313 (Tue 14:00 - 15:50)                 5313 (Thu 14:00 - 15:50)","Mon 03-04-2017 14:00 - 15:50 [Room-TBA]"
"FAA","ICFP327 Independent Study in Film Production 4(0-8-4)","01","master","Bryan OTT","20","2","2","18","","[Room-TBA]"
"THM","ICIH402 Entrepreneurship in Hospitality Business 4(4-0-8)","01","joint","Sompong AMNUAY-NGERNTRA","30","8","8","22","3317 (Mon 10:00 - 11:50)                 3420 (Wed 10:00 - 11:50)","Fri 07-04-2017 16:00 - 17:50 [Room-TBA]"
"HLD","ICHL171 German XI for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Thomas KREY","20","1","1","2","5210 (Tue 08:00 - 09:50)                 5210 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [5210 - HLD Lecture Room]"
"SCI","ICMA444 Research Project in Applied Mathematics 6(6-0-12)","01","master","Thotsaporn THANATIPANONDA","10","2","2","8","","[Room-TBA]"
"THM","ICIH432 Airline Business Management 4(4-0-8)","01","joint","Kawin ASAWACHATROJ","35","11","11","20","1404 (Mon 14:00 - 15:50)                 1404 (Mon 16:00 - 17:50)","Mon 03-04-2017 16:00 - 17:50 [1304 - Lecture Room]"
"HLD","ICHL185 Spanish V for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Leire Alejaldre Biel","20","8","8","0","5208 (Tue 08:00 - 09:50)                 5208 (Thu 08:00 - 09:50)","Tue 04-04-2017 14:00 - 15:50 [1418 - 1418]"
"FAA","ICMC205 Media Psychology and Audience Analysis 4(4-0-8)","01","master","Tuptim Malakul LANE","30","26","26","4","E3213 (Mon 08:00 - 12:00)","[Room-TBA]"
"SCI","ICNS121 Fundamental Chemistry 4(4-0-8)","01","master","Edward GRAND","30","13","13","17","1302 (Mon 10:00 - 11:50)                 3317 (Wed 10:00 - 11:50)","Mon 03-04-2017 16:00 - 17:50 [1314 - Lecture Room]"
"BBA","ICMK323 Integrated Marketing Communications 4(4-0-8)","01","master","Chanchai Phonthanukitithaworn","40","37","37","3","1417 (Tue 14:00 - 15:50)                 1417 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1402 - 1402]"
"SS","ICSA214 Women in Southeast Asia 4(4-0-8)","01","master","Marja-Leena HEIKKILA-HORN","40","2","8","32","1503 (Mon 14:00 - 15:50)                 1503 (Wed 14:00 - 15:50)","[Room-TBA]"
"SS","ICSA420 Contemporary Issues in Thailand 4(4-0-8)","01","master","Matthew Phillip COPELAND","40","26","26","14","1405 (Tue 12:00 - 13:50)                 1405 (Thu 12:00 - 13:50)","[Room-TBA]"
"SCI","ICPY341 Integrated Laboratory in Physics I 2(0-4-2)","01","master","Tara CHALERMSONGSAK","16","16","16","0","1506 (Fri 08:00 - 11:50)","[Room-TBA]"
"SCI","ICEN492 Environmental Field Excursions 2(0-4-2)","01","master","Chulaporn KAMNERDPETCH","20","7","7","13","3407 (Fri 08:00 - 11:50)","[Room-TBA]"
"SCI","ICCS499 Senior Project in Computer Science 4(0-8-4)","01","joint","Kanat TANGWONGSAN","10","5","5","5","","[Room-TBA]"
"SCI","ICBI231 Plant Biology 4(3-2-7)","01","master","Edward GRAND","25","20","20","5","3316 (Mon 16:00 - 17:50)                 3316 (Wed 16:00 - 16:50)                 3316 (Wed 17:00 - 18:50)","Wed 05-04-2017 16:00 - 17:50 [1503 - Lecture Room]"
"SCI","ICNS132 Principles of Physics 4(4-0-8)","01","joint","Piti Ongmongkolkul","25","8","8","2","1504 (Mon 10:00 - 11:50)                 1305 (Wed 10:00 - 11:50)","Sun 09-04-2017 09:00 - 11:50 [1502 - Lecture Room]"
"HLD","ICHL142 French II for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Bruno MAHON","20","3","3","5","5211 (Mon 08:00 - 09:50)                 5211 (Wed 08:00 - 09:50)","Tue 04-04-2017 10:00 - 11:50 [1407 - Lecture Room]"
"THM","ICTM480 Tourism and Hospitality Research Methods 4(4-0-8)","01","master","Roberto GOZZOLI","40","11","29","11","1407 (Tue 12:00 - 13:50)                 1407 (Fri 12:00 - 13:50)","Tue 04-04-2017 12:00 - 14:50 [3303 - Lecture Room]"
"SCI","ICSC335 Statistics for Biological Science 4(4-0-8)","01","master","Akarin PHAIBULPANICH","25","18","18","7","3422 (Sat 08:00 - 11:50)","Sat 08-04-2017 08:00 - 09:50 [1305 - Lecture Room]"
"BBA","ICMB372 Financial Management 4(4-0-8)","01","joint","Benjalux SAKUNASINGHA","40","1","1","24","1419 (Tue 08:00 - 09:50)                 1419 (Thu 08:00 - 09:50)","Wed 05-04-2017 12:00 - 13:50 [1315 - Lecture Room]"
"SS","ICSA312 Ethnicity and Nationalism in Southeast Asia 4(4-0-8)","01","master","Marja-Leena HEIKKILA-HORN","40","20","21","19","2302 (Tue 10:00 - 11:50)                 2302 (Thu 10:00 - 11:50)","[Room-TBA]"
"SS","ICSS312 Introduction to Ethnicity and Nationalism in Southeast Asia 4(4-0-8)","01","joint","Marja-Leena HEIKKILA-HORN","20","1","1","19","2302 (Tue 10:00 - 11:50)                 2302 (Thu 10:00 - 11:50)","[Room-TBA]"
"BBA","ICMK424 Global Marketing Strategy 4(4-0-8)","01","master","Viriya Taecharungroj","40","39","39","1","1404 (Wed 14:00 - 15:50)                 1402 (Fri 14:00 - 15:50)","[Room-TBA]"
"SCI","ICFS371 Food Products Development 4(4-0-8)","01","master","Valeeratana SINSAWASDI","25","8","8","17","3411 (Wed 12:00 - 15:50)","[Room-TBA]"
"SCI","ICCS100 Computer Fundamentals and Concepts 4(4-0-8)","01","master","Prachuab VANITCHATCHAVAN","30","23","23","7","3303 (Wed 08:00 - 11:50)","Wed 05-04-2017 09:00 - 11:50 [3303 - Lecture Room]"
"SCI","ICBI307 Nutrition and Dietetics 4(4-0-8)","01","master","Wantanee KRIENGSINYOS","40","12","12","28","3317 (Tue 16:00 - 17:50)                 3317 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [3302 - Lecture Room]"
"BBA","ICIS360 Management Information Systems 4(4-0-8)","01","master","Veera BHATIASEVI","40","17","32","8","2308 (Mon 12:00 - 13:50)                 2308 (Wed 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [1306 - Lecture Room]"
"SCI","ICBI271 General Microbiology Laboratory 2(0-4-2)","01","master","Tumnoon CHARASLERTRANGSI","25","24","24","1","3508 (Thu 12:00 - 15:50)","[Room-TBA]"
"HLD","ICLJ312 Intermediate Japanese II 4(4-0-8)","01","master","Jun TOYAMA","20","9","10","10","5212 (Mon 14:00 - 15:50)                 5212 (Wed 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1403 - 1403]"
"SS","ICSS205 World History B (c. 1763 - 1914) 4(4-0-8)","01","joint","Claus Karl MEYER","10","1","1","9","2302 (Tue 16:00 - 17:50)                 2302 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1407 - Lecture Room]"
"SS","ICSS137 Introduction to Archaeology 4(4-0-8)","01","masterClosing","Thanik LERTCHARNRIT","0","0","0","0","3302 (Tue 16:00 - 17:50)                 3305 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [Room-TBA]"
"HLD","ICHL151 French XI for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Bruno MAHON","20","2","2","11","5211 (Tue 10:00 - 11:50)                 5211 (Thu 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [5211 - HLD Lecture Room]"
"FAA","ICEM112 Visual Communication 4(4-0-8)","01","master","Jintanant Chaya SUBHAMITR","30","1","1","29","P315 (Wed 13:00 - 17:00)","[Room-TBA]"
"HLD","ICLJ212 Pre-Intermediate Japanese II 4(4-0-8)","01","master","Jun TOYAMA","20","8","13","7","5212 (Mon 10:00 - 11:50)                 5212 (Wed 10:00 - 11:50)","Tue 04-04-2017 16:00 - 17:50 [1403 - 1403]"
"HLD","ICHL105 Japanese V for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Jun TOYAMA","20","5","5","7","5212 (Mon 10:00 - 11:50)                 5212 (Wed 10:00 - 11:50)","Tue 04-04-2017 16:00 - 17:50 [1403 - 1403]"
"SCI","ICNS153 Ecosystems and Natural Resources 4(3-2-7)","01","master","Laird ALLAN","30","7","7","23","1504 (Tue 08:00 - 09:50)                 1302 (Thu 08:00 - 08:50)                 1302 (Thu 09:00 - 09:50)","Fri 07-04-2017 12:00 - 13:50 [Room-TBA]"
"HLD","ICML121 Elementary French I 4(4-0-8)","01","master","Bruno MAHON","20","11","11","9","5211 (Mon 10:00 - 11:50)                 5211 (Wed 10:00 - 11:50)","Tue 04-04-2017 08:00 - 09:50 [1407 - Lecture Room]"
"FAA","ICCD490 Communication Design Thesis I 4(0-8-4)","01","master","Dale KONSTANZ","30","18","18","12","","[Room-TBA]"
"BBA","ICMB482 Special Topics in Business (2) 4(4-0-8)","01","master","Pornsit POOVANAKIJJAKORN","40","9","9","31","1314 (Fri 12:00 - 13:50)                 1314 (Fri 14:00 - 15:50)","Fri 07-04-2017 12:00 - 13:50 [1514/1 - Computer Lab]"
"SCI","EGCI205 Numerical Methods for Engineers 4(4-0-8)","01","master","Tatcha CHULAJATA","25","7","7","18","3411 (Wed 16:00 - 17:50)                 6274 (Fri 14:00 - 15:50)","[Room-TBA]"
"SS","ICSO332 Human Rights 4(4-0-8)","01","master","Mike HAYES","40","36","41","-1","3421 (Mon 16:00 - 17:50)                 3421 (Wed 16:00 - 17:50)","[Room-TBA]"
"SCI","ICEN312 Environmental Toxicology 4(4-0-8)","01","master","Patana THAVIPOKE","20","12","12","8","3415 (Wed 12:00 - 15:50)","Wed 05-04-2017 14:00 - 15:50 [3415 - 3415]"
"BBA","ICMI359 Strategic Human Resource Management 4(4-0-8)","01","master","Malinvisa SAKDIYAKORN","40","39","39","1","1406 (Tue 12:00 - 13:50)                 1406 (Thu 12:00 - 13:50)","Mon 03-04-2017 10:00 - 11:50 [1315 - Lecture Room]"
"SS","ICSA204 Modern History of Southeast Asia, c.1800-Present 4(4-0-8)","01","master","James Alastair WARREN","40","5","19","21","1305 (Tue 14:00 - 15:50)                 1305 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [3421 - Lecture Room]"
"SCI","EGCI332 Embedded Systems 4(4-0-8)","01","master","Chatchai NEATPISARNVANIT","25","23","23","2","6273 (Mon 12:00 - 13:50)                 6273 (Wed 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [6274 - Lecture Room]"
"FAA","ICCD358 Web Design 4(0-8-4)","01","master","Nathakorn OURAIRAT","20","13","13","7","3410 (Sat 08:00 - 12:00)                 3410 (Sat 13:00 - 17:00)","[Room-TBA]"
"SCI","ICBI102 Integrated Laboratory in Biological Sciences I 2(0-4-2)","01","master","Laird ALLAN","20","19","19","1","3508 (Sat 13:00 - 16:50)","Sat 08-04-2017 14:00 - 15:50 [Room-TBA]"
"SS","ICSO276 History of War 4(4-0-8)","01","master","Christian OESTERHELD","40","15","15","25","1418 (Wed 16:00 - 17:50)                 1418 (Wed 18:00 - 19:50)","[Room-TBA]"
"HLD","ICEG342 Diverse English Speaking Cultures 4(4-0-8)","01","master","Walter PERSAUD","20","12","12","8","5308 (Mon 08:00 - 09:50)                 5308 (Wed 08:00 - 09:50)","Mon 03-04-2017 08:00 - 09:50 [1502 - Lecture Room]"
"SCI","ICNS131 Fundamental Physics 4(4-0-8)","01","master","Tawinan CHEIWCHANCHAMNANGIJ","25","26","26","-1","1304 (Tue 14:00 - 15:50)                 1304 (Thu 14:00 - 15:50)","[Room-TBA]"
"SCI","ICCH373 Biochemistry Laboratory 2(0-4-2)","01","master","Manchuta DANGKULWANICH","10","8","8","2","3504 (Tue 13:00 - 16:50)","[Room-TBA]"
"SCI","ICBI272 General Biochemistry Laboratory 2(0-4-2)","01","master","Manchuta DANGKULWANICH","10","9","9","1","3504 (Tue 08:00 - 11:50)","[Room-TBA]"
"FAA","ICFM499 Film Production Final Project II 8(0-24-8)","01","master","Bryan OTT","20","7","7","13","","[Room-TBA]"
"THM","ICIH428 Event Design 4(3-2-7)","01","master","Sarinya Sungkatavat","25","23","23","2","3422 (Mon 14:00 - 16:50)","[Room-TBA]"
"SS","ICSS334 Economic Problem in Southeast Asia 4(4-0-8)","01","joint","Colin MACANDREWS","20","11","11","9","1303 (Tue 08:00 - 09:50)                 1303 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1304 - Lecture Room]"
"FAA","ICFM401 Film Editing 4(0-8-4)","01","master","Samuel R. FORKNER","10","7","7","3","P316 (Tue 08:00 - 12:00)                 P316 (Tue 13:00 - 17:00)","[Room-TBA]"
"SCI","ICCS413 Data Warehousing and Data Mining 4(4-0-8)","01","joint","Sunsern Cheamanunkul","25","11","11","1","3305 (Tue 10:00 - 11:50)                 3305 (Thu 10:00 - 11:50)","[Room-TBA]"
"SS","ICSO374 Revolution, Terrorism and the Modern State 4(4-0-8)","01","master","Eugene JONES","40","31","31","9","1402 (Mon 14:00 - 15:50)                 1402 (Wed 14:00 - 15:50)","[Room-TBA]"
"HLD","ICML113 Elementary Japanese III 4(4-0-8)","01","master","Takayoshi FUJIWARA","20","6","10","10","5212 (Tue 12:00 - 13:50)                 5212 (Thu 12:00 - 13:50)","Mon 03-04-2017 14:00 - 15:50 [3305 - Lecture Room]"
"HLD","ICCM105 Intermediate English Communication II 4(4-0-8)","01","master","Andrew FORSTER","20","20","20","0","5310 (Mon 10:00 - 11:50)                 5310 (Wed 10:00 - 11:50)","Mon 03-04-2017 10:00 - 11:50 [1418 - 1418]"
"SS","ICSS119 Introduction to International Studies 4(4-0-8)","01","master","Panlavee BOONPONGSA","40","16","16","24","1306 (Tue 12:00 - 13:50)                 1306 (Thu 12:00 - 13:50)","Tue 04-04-2017 18:00 - 19:50 [Room-TBA]"
"SCI","EGCI492 Computer Engineering Project 2(0-4-2)","01","master","Thanadol PRITRANAN","25","5","5","20","","[Room-TBA]"
"BBA","ICMK330 Strategic Brand Management 4(4-0-8)","01","joint","Pajaree ACKRADEJRUANGSRI","40","2","2","0","1303 (Sat 12:00 - 13:50)                 1303 (Sat 14:00 - 15:50)","Sat 08-04-2017 12:00 - 13:30 [1514 - Computer Lab]"
"BBA","ICMF473 Financial Theory 4(4-0-8)","01","master","Sarayut NATHAPHAN","40","9","9","31","1302 (Mon 08:00 - 09:50)                 1305 (Wed 08:00 - 09:50)","[Room-TBA]"
"HLD","ICLF212 Pre-Intermediate French II 4(4-0-8)","01","master","Agnieszka ATTHASIT","20","12","19","1","5211 (Mon 12:00 - 13:50)                 5211 (Wed 12:00 - 13:50)","[Room-TBA]"
"FAA","ICTP311 Television Production Studio V 4(0-8-4)","01","master","Rapatchanun COCHAPUTSUP","22","19","21","1","P318* (Fri 08:00 - 12:00)                 P318* (Fri 13:00 - 17:00)","[Room-TBA]"
"FAA","ICTV401 TV Drama 4(0-8-4)","01","joint","Rapatchanun COCHAPUTSUP","5","2","2","1","P318* (Fri 08:00 - 12:00)                 P318* (Fri 13:00 - 17:00)","[Room-TBA]"
"SCI","ICBI215 General Biochemistry 4(4-0-8)","01","master","Manchuta DANGKULWANICH","10","9","9","1","3407 (Mon 09:00 - 09:50)                 3410 (Thu 09:00 - 11:50)","Mon 03-04-2017 09:00 - 11:50 [1402 - 1402]"
"SCI","ICCH224 Integrated Laboratory Techniques in Chemistry I 2(0-4-2)","01","master","Taweetham LIMPANUPARB","13","14","14","-1","3504 (Fri 08:00 - 11:50)","Fri 07-04-2017 10:00 - 11:50 [1503 - Lecture Room]"
"HLD","ICEG355 The Story of English 4(4-0-8)","01","master","Nicholas John Richard FERRIMAN","20","21","21","-1","5313 (Tue 12:00 - 13:50)                 5313 (Thu 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [1304 - Lecture Room]"
"BBA","ICMB203 Microeconomics 4(4-0-8)","01","master","Pandej CHINTRAKARN","40","37","37","3","1314 (Mon 12:00 - 13:50)                 1314 (Wed 12:00 - 13:50)","Mon 03-04-2017 18:00 - 19:50 [1315 - Lecture Room]"
"HLD","ICHL188 Spanish VIII for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Maria GUERRERO","20","1","1","11","5207 (Tue 14:00 - 15:50)                 5207 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1404 - Lecture Room]"
"BBA","ICMB432 Business Ethics 4(4-0-8)","01","master","Roman MEINHOLD","40","35","39","1","2308 (Mon 10:00 - 11:50)                 2308 (Wed 10:00 - 11:50)","[Room-TBA]"
"HLD","ICHM101 Introduction to Philosophy 4(4-0-8)","01","master","Barbara Maria EKAMP","25","23","23","2","3421 (Tue 10:00 - 11:50)                 3421 (Thu 10:00 - 11:50)","Sat 08-04-2017 16:00 - 18:50 [1314 - Lecture Room]"
"SCI","ICFS491 Seminar in Food Science and Technology 2(2-0-4)","01","master","Chanida HANSAWASDI","25","13","13","12","3412 (Fri 10:00 - 11:50)","[Room-TBA]"
"HLD","ICHL161 German I for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Jan STEVENER","22","3","3","0","5210 (Tue 12:00 - 13:50)                 5210 (Thu 12:00 - 13:50)","Tue 04-04-2017 08:00 - 09:50 [1504 - Lecture Room]"
"SCI","ICNS133 Introduction to Astronomy 4(3-2-7)","01","master","Tara CHALERMSONGSAK","25","23","23","2","3315 (Tue 14:00 - 15:50)                 3317 (Thu 14:00 - 14:50)                 3317 (Thu 15:00 - 15:50)","[Room-TBA]"
"BBA","ICMF471 Financial Investment 4(4-0-8)","01","joint","Kanix BUKKAVESA","40","2","2","0","1402 (Tue 08:00 - 09:50)                 1402 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1502 - Lecture Room]"
"SCI","ICPY221 Computer Programming for Physics 4(3-2-7)","01","joint","Kanat TANGWONGSAN","20","1","1","12","1514/1 (Tue 10:00 - 12:50)                 1514/1 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 12:50 [1514/1 - Computer Lab]"
"BBA","ICMB363 Management Science 4(4-0-8)","01","joint","Ornlatcha SIVARAK","40","2","2","1","1512 (Tue 08:00 - 09:50)                 1512 (Thu 08:00 - 09:50)","Fri 07-04-2017 08:00 - 09:50 [1513 - Computer Lab]"
"HLD","ICID100 Freshman Seminar 0(1-0-0)","01","master","Kurniati Ailing WIRAKOTAN","300","175","175","125","Special (Fri 12:00 - 13:50)","[Room-TBA]"
"HLD","ICME100 English Resources Skills 0(4-0-0)","01","master","Russell PATTINSON","20","20","20","0","5308 (Mon 10:00 - 11:50)                 5308 (Wed 10:00 - 11:50)","Mon 03-04-2017 08:00 - 09:50 [1305 - Lecture Room]"
"SCI","ICCS434 Computer Security 4(4-0-8)","01","joint","Pongsin Poosankam","25","9","9","-2","1514 (Fri 10:00 - 13:50)","Fri 07-04-2017 12:00 - 13:50 [1514 - Computer Lab]"
"","ICCU204 History of Ideas I 4(4-0-8)","01","master","York Harry GUNTHER","30","31","31","-1","3315 (Mon 14:00 - 15:50)                 3315 (Wed 14:00 - 15:50)","[Room-TBA]"
"HLD","ICHL125 Chinese V for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Puvisa QIUJUAN","20","7","7","-2","5209 (Mon 12:00 - 13:50)                 5209 (Wed 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [1418 - 1418]"
"BBA","ICMK322 Brand Management 4(4-0-8)","01","master","Pajaree ACKRADEJRUANGSRI","40","38","40","0","1303 (Sat 12:00 - 13:50)                 1303 (Sat 14:00 - 15:50)","Sat 08-04-2017 12:00 - 13:30 [1514 - Computer Lab]"
"BBA","ICMF374 Money, Banking and Financial Markets 4(4-0-8)","01","joint","Subin LIENGPUNSAKUL","40","4","4","1","1306 (Sat 08:00 - 09:50)                 1306 (Sat 10:00 - 11:50)","Sat 08-04-2017 10:00 - 11:50 [1306 - Lecture Room]"
"BBA","ICMB365 Management Science 4(4-0-8)","01","master","Ornlatcha SIVARAK","40","37","39","1","1512 (Tue 08:00 - 09:50)                 1512 (Thu 08:00 - 09:50)","Fri 07-04-2017 08:00 - 09:50 [1513 - Computer Lab]"
"SCI","ICMA424 Abstract Algebra 4(4-0-8)","01","master","Prapanpong Pongsriiam","25","3","3","22","3304 (Wed 14:00 - 15:50)                 3304 (Fri 10:00 - 11:50)","Wed 05-04-2017 14:00 - 15:50 [Room-TBA]"
"FAA","ICCD244 Communication Design I 4(0-8-4)","01","master","Norachai NANTHAKIJ","25","21","21","4","E3211 (Tue 13:00 - 17:00)                 E3211 (Thu 13:00 - 17:00)","[Room-TBA]"
"THM","ICTM401 Strategic Management for Travel Industry 4(4-0-8)","01","master","Walanchalee WATTANACHAROENSIL","40","9","23","17","1404 (Tue 08:00 - 09:50)                 1404 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1406 - 1406]"
"SS","ICSO283 International Cultural Studies 4(4-0-8)","01","master","Christian OESTERHELD","40","19","19","21","1418 (Wed 12:00 - 13:50)                 1418 (Fri 12:00 - 13:50)","[Room-TBA]"
"SCI","ICCS340 Web Application Development 4(4-0-8)","01","master","Tanasak Tantitarntong","25","28","28","-3","1408 (Mon 08:00 - 11:50)","Mon 03-04-2017 08:00 - 09:50 [1302 - Lecture Room]"
"HLD","ICLF330 Intermediate French: Oral Skills A 4(4-0-8)","01","master","Bruno MAHON","20","7","9","11","5211 (Tue 10:00 - 11:50)                 5211 (Thu 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [5211 - HLD Lecture Room]"
"THM","ICIH421 Event Management 4(3-2-7)","01","joint","Toby To Wai-Tak","22","5","5","12","3415 (Tue 14:00 - 16:50)","[Room-TBA]"
"FAA","ICTP325 Special Effects Make-up for Television and Film 4(0-8-4)","01","master","Panpilas PITAYANON","20","6","8","12","P320 (Wed 08:00 - 12:00)                 P320 (Wed 13:00 - 17:00)","[Room-TBA]"
"SCI","EGCI111 Computer Programming 4(3-2-7)","01","master","Mingmanas SIVARAKSA","15","18","18","-3","1512 (Wed 09:00 - 11:50)                 1512 (Fri 10:00 - 11:50)","[Room-TBA]"
"THM","ICIH403 Revenue Management in Hospitality Industry 4(4-0-8)","01","master","Sarinya Sungkatavat","25","14","14","11","3410 (Mon 08:00 - 09:50)                 1514/1 (Mon 10:00 - 11:50)","[Room-TBA]"
"THM","ICIH341 Information Technology in Hospitality Industry 4(4-0-8)","01","joint","Laddawan JIANVITTAYAKIT","28","3","3","25","1404 (Tue 14:00 - 15:50)                 1404 (Thu 14:00 - 15:50)","Mon 03-04-2017 16:00 - 17:50 [1302 - Lecture Room]"
"SCI","ICCS418 Computer System Security 4(4-0-8)","01","master","Pongsin Poosankam","25","18","27","-2","1514 (Fri 10:00 - 13:50)","Fri 07-04-2017 12:00 - 13:50 [1514 - Computer Lab]"
"HLD","ICHE101 Health Education 2(2-0-4)","01","master","Vorodom VIRAVONG","40","33","33","7","3304 (Mon 12:00 - 13:50)","Sun 09-04-2017 10:00 - 11:50 [1504 - Lecture Room]"
"BBA","ICMB494 Business Plan for Entrepreneur 8(4-12-12)","01","master","Thanarerk THANAKIJSOMBAT","25","17","17","8","1502 (Mon 12:00 - 13:50)                 1502 (Mon 14:00 - 15:50)                 1502 (Wed 12:00 - 13:50)                 1502 (Wed 14:00 - 15:50)","[Room-TBA]"
"THM","ICHT213 Corporate Finance 4(4-0-8)","01","joint","Chanin YOOPETCH","35","11","11","24","1502 (Wed 08:00 - 09:50)                 1502 (Wed 10:00 - 11:50)","Fri 07-04-2017 08:00 - 09:50 [1314 - Lecture Room]"
"THM","ICTM210 Accounting for Travel Industry 4(4-0-8)","01","master","Chanin YOOPETCH","25","2","2","23","2303 (Tue 12:00 - 13:50)                 2303 (Tue 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [Room-TBA]"
"SCI","ICPY452 Statistical Mechanics 4(4-0-8)","01","master","Tara CHALERMSONGSAK","25","2","2","23","1408 (Tue 10:00 - 11:50)                 1408 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [Room-TBA]"
"FAA","ICTV355 Special Effects Make-up for TV and Film 4(0-8-4)","01","joint","Panpilas PITAYANON","5","2","2","3","P320 (Wed 08:00 - 12:00)                 P320 (Wed 13:00 - 17:00)","[Room-TBA]"
"SCI","ICBI214 General Microbiology 4(4-0-8)","01","master","Peter KURDI","25","26","26","-1","3315 (Tue 16:00 - 17:50)                 3315 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [3304 - Lecture Room]"
"SCI","ICFS442 Food Engineering II 4(3-2-7)","01","master","Wanida KOO-AMORNPATTANA","25","17","17","8","3409 (Thu 09:00 - 11:50)                 3409 (Thu 12:00 - 13:50)","Sun 02-04-2017 10:00 - 12:00 [3304 - Lecture Room]"
"SS","ICSS250 Introduction to History and Systems of Psychology 4(4-0-8)","01","joint","Peter Rodney Peatfield SMITH","20","1","1","19","3305 (Fri 08:00 - 09:50)                 3305 (Fri 10:00 - 11:50)","Fri 07-04-2017 08:00 - 09:50 [1302 - Lecture Room]"
"THM","ICTM211 Statistics for Travel Industry 4(4-0-8)","01","master","Roberto GOZZOLI","20","1","1","19","3410 (Mon 12:00 - 13:50)                 1514/1 (Thu 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [1514/1 - Computer Lab]"
"FAA","ICCD426 Hand-made Books 4(0-8-4)","01","master","Phantipa Thanchookiet","20","10","10","10","E3212 (Tue 08:00 - 12:00)                 E3212 (Tue 13:00 - 17:00)","[Room-TBA]"
